col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
PTF13ayw,0.0538,0.001415057731495088,0.00022350378418339124,1.1632481268005794e-05,0.0306915404118,231.05,0.0115254087468,6.32245732483e-18,2.37423420184e-18,3.99999774074e+37,1.51641378495e+37,1.43042341085e+37,5.47365256745e+36,37.1554646093,1.13493683872,./Tar archives (uncomp.)/PTF13ayw/1/AIS_114/AIS_114_sg85-nd-int.fits
PTF13ddg,0.084,0.001415057731495088,9.2935599995649e-05,3.0733129513719186e-06,0.00765482592736,228.0,0.00579429011183,1.57689414104e-18,1.19362376304e-18,2.39927015899e+37,1.81784839284e+37,3.56764178844e+36,2.70565874552e+36,36.5523812423,0.572654310041,./Tar archives (uncomp.)/PTF13ddg/1/AIS_165/AIS_165_sg22-nd-int.fits
PTF13ddg,0.084,0.001415057731495088,9.2935599995649e-05,3.0733129513719186e-06,0.0291443867931,139.0,0.0144800501452,6.00374367937e-18,2.98289032992e-18,9.13479394544e+37,4.54854707284e+37,1.35831608985e+37,6.77845060061e+36,37.1330008451,0.870271419326,./Tar archives (uncomp.)/PTF13ddg/2/AIS_165/AIS_165_sg32-nd-int.fits
SN2011f,0.008,0.001415057731495088,0.009906980311880054,0.003728125950444931,9.6635133058,1037.05,0.0965311909961,1.99068374099e-15,1.98854253452e-17,2.84131699793e+38,1.00382010335e+38,4.50381944933e+39,2.32472189286e+39,39.653580972,0.841384055591,./Tar archives (uncomp.)/SN2011fe/1/NGA_M101/NGA_M101-nd-int.fits
SN2011f,0.008,0.001415057731495088,0.009906980311880054,0.003728125950444931,9.85712302987,184.0,0.231454792846,2.03056734415e-15,4.76796873263e-17,2.8982431471e+38,1.02578232359e+38,4.59405404758e+39,2.373306707e+39,39.6621961002,0.84067192687,./Tar archives (uncomp.)/SN2011fe/2/AIS_101/AIS_101_sg32-nd-int.fits
SN2011fs,0.021,0.001415057731495088,0.0014458855029418126,0.00019573560143060394,0.176169159096,352.05,0.0223698349039,3.62908467738e-17,4.6081859902e-18,3.54913009109e+37,6.55581706951e+36,8.21061719481e+37,1.88032523647e+37,37.9143758044,1.89638774801,./Tar archives (uncomp.)/SN2011fs/1/AIS_41/AIS_41_sg17-nd-int.fits
SN2011fs,0.021,0.001415057731495088,0.0014458855029418126,0.00019573560143060394,0.184235013996,324.05,0.0238440531024,3.79524128831e-17,4.91187493909e-18,3.71162600401e+37,6.91861034114e+36,8.58653797045e+37,1.97812174299e+37,37.9338180948,1.88516509281,./Tar archives (uncomp.)/SN2011fs/2/AIS_41/AIS_41_sg10-nd-int.fits
SN2011gf,0.027,0.001415057731495088,0.0008769673171590443,9.188230691409608e-05,0.0670059629459,2488.55,0.0051889984285,1.38032283668e-17,1.06893367627e-18,2.22564546742e+37,2.88945450344e+36,3.12290933522e+37,5.20992510092e+36,37.4945593759,2.60322800328,./Tar archives (uncomp.)/SN2011gf/1/MISDR1_20359_0639/MISDR1_20359_0639-nd-int.fits
SN2011gf,0.027,0.001415057731495088,0.0008769673171590443,9.188230691409608e-05,0.0521973349276,180.05,0.0170265872765,1.07526509951e-17,3.50747697897e-18,1.73376751539e+37,5.93702640526e+36,2.43273191448e+37,8.7117298373e+36,37.3860942526,1.21275804707,./Tar archives (uncomp.)/SN2011gf/2/AIS_245/AIS_245_sg91-nd-int.fits
SN2011gf,0.027,0.001415057731495088,0.0008769673171590443,9.188230691409608e-05,0.0545587259806,372.05,0.0121096464578,1.1239097552e-17,2.49458717031e-18,1.81220261374e+37,4.44348652377e+36,2.54278794292e+37,6.78021177822e+36,37.4053101435,1.62873787483,./Tar archives (uncomp.)/SN2011gf/3/AIS_245/AIS_245_sg83-nd-int.fits
SN2011ha,0.094,0.001415057731495088,7.455183073026656e-05,2.197495776610486e-06,0.00642759783891,201.0,0.00565491810086,1.32408515482e-18,1.16491312878e-18,2.51140250911e+37,2.21073831736e+37,2.99567447607e+36,2.63851137682e+36,36.4764946191,0.493082920151,./Tar archives (uncomp.)/SN2011ha/2/AIS_172/AIS_172_sg74-nd-int.fits
SN2011ha,0.094,0.001415057731495088,7.455183073026656e-05,2.197495776610486e-06,0.00613502543568,13332.1,0.000678357967411,1.26381523975e-18,1.39741741287e-19,2.3970880971e+37,2.74297277034e+36,2.85931689697e+36,3.37870606036e+35,36.4562622907,3.67532874474,./Tar archives (uncomp.)/SN2011ha/4/WDST_HZ_4_ST/WDST_HZ_4_ST-nd-int.fits
SN2011hk,0.018,0.001415057731495088,0.001965440657902975,0.0003116460757137938,1.3486746022,108.0,0.111748502403,2.77826968052e-16,2.3020191495e-17,1.99881768681e+38,3.541520637e+37,6.28569207903e+38,1.49455777982e+38,38.7983531022,1.82652114339,./Tar archives (uncomp.)/SN2011hk/1/AIS_284/AIS_284_sg34-nd-int.fits
SN2011hk,0.018,0.001415057731495088,0.001965440657902975,0.0003116460757137938,1.24206254025,30787.5,0.00635162011542,2.55864883292e-16,1.30843374378e-18,1.84081213477e+38,2.8844842569e+37,5.78881122119e+38,1.2904756859e+38,38.762589387,1.94815663527,./Tar archives (uncomp.)/SN2011hk/2/XMMLSS_08/XMMLSS_08-nd-int.fits
SN2011ho,0.032,0.001415057731495088,0.0006256955540274102,5.51631736455966e-05,0.0361754622539,108.0,0.0183018574142,7.4521452243e-18,3.77018262733e-18,1.68413522926e+37,8.64777501717e+36,1.68600948053e+37,8.7840793085e+36,37.2268600124,0.833581515049,./Tar archives (uncomp.)/SN2011ho/1/AIS_106/AIS_106_sg97-nd-int.fits
SN2011hr,0.013,0.001415057731495088,0.0037598873314432673,0.0008358879426987459,7.7949147925,105.0,0.272465197786,1.60575244725e-15,5.61278307438e-17,6.03896456842e+38,1.32786850073e+38,3.63293222013e+39,1.13597391118e+39,39.5602572953,1.38890726345,./Tar archives (uncomp.)/SN2011hr/1/AIS_85/AIS_85_sg74-nd-int.fits
SN2011io,0.04,0.001415057731495088,0.0004018580929844287,2.8251992215149097e-05,0.0245865523674,3764.05,0.00255576626551,5.06482978768e-18,5.26487850696e-19,1.78217708721e+37,2.23473422936e+36,1.145891657e+37,1.64730040915e+36,37.0591435574,3.0210301699,./Tar archives (uncomp.)/SN2011io/1/NGA_NGC7469/NGA_NGC7469-nd-int.fits
SN2011io,0.04,0.001415057731495088,0.0004018580929844287,2.8251992215149097e-05,0.0385193156075,205.0,0.0137076289346,7.93497901515e-18,2.82377156052e-18,2.79210523968e+37,1.01271855168e+37,1.79524813925e+37,6.63269651595e+36,37.2541244853,1.17548927295,./Tar archives (uncomp.)/SN2011io/2/AIS_148/AIS_148_sg65-nd-int.fits
SN2011iu,0.046,0.001415057731495088,0.000304669763256218,1.858856369487625e-05,0.107613079929,108.0,0.0315660800397,2.21682944653e-17,6.50261248818e-18,1.02887270643e+38,3.08233879492e+37,5.01546246223e+37,1.53339596574e+37,37.7003109843,1.42049915364,./Tar archives (uncomp.)/SN2011iu/1/AIS_33/AIS_33_sg95-nd-int.fits
SN2011iy,0.00427,0.001415057731495088,0.03471891577823801,0.029009870286461195,44.4096996237,319.0,0.373115743337,9.14839812247e-15,7.68618431274e-17,3.72595514058e+38,2.46745263995e+38,2.06977796351e+40,2.20673689119e+40,40.3159237588,0.407340427354,./Tar archives (uncomp.)/SN2011iy/1/AIS_230/AIS_230_sg94-nd-int.fits
SN2011jh,0.00779,0.001415057731495088,0.010447369063249062,0.004051932648064065,7.944104624,312.0,0.159567771753,1.63648555254e-15,3.28709609811e-17,2.21495016219e+38,8.04570057985e+37,3.70246428818e+39,1.96742978901e+39,39.5684908783,0.817289551464,./Tar archives (uncomp.)/SN2011jh/1/AIS_331/AIS_331_sg93-nd-int.fits
SN2012bh,0.02524,0.001415057731495088,0.001002761914596816,0.00011252178185134666,0.0915979756049,13756.6,0.00258040208856,1.88691829746e-17,5.31562830244e-19,2.66081074108e+37,3.0602746881e+36,4.26905547697e+37,6.85970417846e+36,37.6303317986,2.70278016129,./Tar archives (uncomp.)/SN2012bh/1/PS_NGC4258_MOS26/PS_NGC4258_MOS26-nd-int.fits
SN2012bm,0.0248,0.001415057731495088,0.0010384596559171954,0.00011863331598706473,0.212450599702,211.0,0.0317312919098,4.37648235386e-17,6.53664613342e-18,5.95928660572e+37,1.11790193695e+37,9.90156594895e+37,2.17475620172e+37,37.9957038844,1.97732299852,./Tar archives (uncomp.)/SN2012bm/1/AIS_103/AIS_103_sg75-nd-int.fits
SN2012bm,0.0248,0.001415057731495088,0.0010384596559171954,0.00011863331598706473,0.272331575298,3099.35,0.00937375691546,5.61003045114e-17,1.93099392459e-18,7.63896129861e+37,9.06007365874e+36,1.26924049948e+38,2.09010781303e+37,38.1035439213,2.6373000555,./Tar archives (uncomp.)/SN2012bm/2/GI1_047086_UGC08215/GI1_047086_UGC08215-nd-int.fits
SN2012bo,0.02543,0.001415057731495088,0.0009879157147219709,0.00011001261758474039,0.329412817011,421.05,0.0279707050745,6.78590403042e-17,5.76196524534e-18,9.71284682039e+37,1.35486547109e+37,1.53527584137e+38,2.74031555114e+37,38.186186416,2.43315710786,./Tar archives (uncomp.)/SN2012bo/1/AIS_330/AIS_330_sg02-nd-int.fits
SN2012bp,0.02829,0.001415057731495088,0.0007992642487540892,7.986034773567517e-05,0.137202251669,1609.35,0.00923326648817,2.82636638438e-17,1.90205289656e-18,5.00030841227e+37,6.00309543303e+36,6.39450839467e+37,9.9878364963e+36,37.8058071618,2.7804817503,./Tar archives (uncomp.)/SN2012bp/2/MISGCSN_11510_1056/MISGCSN_11510_1056-nd-int.fits
SN2012bp,0.02829,0.001415057731495088,0.0007992642487540892,7.986034773567517e-05,0.109329856163,227.05,0.0219436385596,2.25219503695e-17,4.52038954328e-18,3.98450457504e+37,8.92465811612e+36,5.09547528933e+37,1.24971520557e+37,37.7071846998,1.77075288111,./Tar archives (uncomp.)/SN2012bp/3/AIS_10/AIS_10_sg73-nd-int.fits
SN2012bp,0.02829,0.001415057731495088,0.0007992642487540892,7.986034773567517e-05,0.15951533793,528.65,0.0173706912158,3.28601596136e-17,3.57836239045e-18,5.81350434438e+37,8.57225176805e+36,7.43444189191e+37,1.32421143553e+37,37.8712483713,2.43823380697,./Tar archives (uncomp.)/SN2012bp/4/MISGCSN2_11511_0011_css44029/MISGCSN2_11511_0011_css44029-nd-int.fits
SN2012fb,0.038,0.001415057731495088,0.00044487946849582066,3.2946587495800224e-05,0.193228738682,91.0,0.0460802855526,3.98051201685e-17,9.49253882384e-18,1.26518867617e+38,3.15853361528e+37,9.00570345283e+37,2.34510350818e+37,37.9545176421,1.66778451424,./Tar archives (uncomp.)/SN2012fb/1/AIS_63/AIS_63_sg04-nd-int.fits
SN2012fk,0.035,0.001415057731495088,0.0005237205992671116,4.215940080259757e-05,0.0306220385249,88.05,0.0186488627473,6.30813993613e-18,3.84166572595e-18,1.70317934957e+37,1.04620243502e+37,1.42718417539e+37,8.84164458276e+36,37.1544800216,0.7010214064,./Tar archives (uncomp.)/SN2012fk/1/AIS_178/AIS_178_sg78-nd-int.fits
SN2012fm,0.014,0.001415057731495088,0.003243350583015602,0.0006671978093568181,1.27637681728,313.15,0.0638429949139,2.6293362436e-16,1.31516569523e-17,1.14633341652e+38,2.38037511837e+37,5.94873784766e+38,1.7387893208e+38,38.7744248306,1.48580623921,./Tar archives (uncomp.)/SN2012fm/1/AIS_93/AIS_93_sg08-nd-int.fits
SN2012fr,0.005,0.001415057731495088,0.025329034183305878,0.016922375988818992,11.913158962,2677.95,0.0666979120177,2.45411074618e-15,1.37397698756e-17,1.37004315462e+38,7.74677612951e+37,5.55229918336e+39,4.8597143314e+39,39.7444728599,0.496188198065,./Tar archives (uncomp.)/SN2012fr/1/NGA_NGC1365/NGA_NGC1365-nd-int.fits
SN2012fr,0.005,0.001415057731495088,0.025329034183305878,0.016922375988818992,11.9840308002,207.0,0.240611448195,2.46871034485e-15,4.95659583282e-17,1.37819359374e+38,7.79739137968e+37,5.58533002352e+39,4.88981099967e+39,39.7470488396,0.496067845768,./Tar archives (uncomp.)/SN2012fr/2/AIS_423/AIS_423_sg49-nd-int.fits
SN2012fr,0.005,0.001415057731495088,0.025329034183305878,0.016922375988818992,12.5772054016,140.0,0.299728512046,2.59090431273e-15,6.17440734815e-17,1.44641016036e+38,8.18544594793e+37,5.86178758319e+39,5.13239410538e+39,39.7680300766,0.496014520553,./Tar archives (uncomp.)/SN2012fr/3/AIS_423/AIS_423_sg40-nd-int.fits
SN2012fr,0.005,0.001415057731495088,0.025329034183305878,0.016922375988818992,11.9759502084,3241.6,0.0607820400059,2.46704574292e-15,1.25211002412e-17,1.37726430541e+38,7.78753939486e+37,5.58156394738e+39,4.88531084463e+39,39.7467559048,0.496190007111,./Tar archives (uncomp.)/SN2012fr/4/FORNAX_MOS07/FORNAX_MOS07-nd-int.fits
SN2011fs,0.021,0.001415057731495088,0.0014458855029418126,0.00019573560143060394,0.176169159096,352.05,0.0223698349039,3.62908467738e-17,4.6081859902e-18,3.54913009109e+37,6.55581706951e+36,8.21061719481e+37,1.88032523647e+37,37.9143758044,1.89638774801,./Tar archives (uncomp.)/SN2012go/1/AIS_41/AIS_41_sg17-nd-int.fits
SN2011fs,0.021,0.001415057731495088,0.0014458855029418126,0.00019573560143060394,0.184235013996,324.05,0.0238440531024,3.79524128831e-17,4.91187493909e-18,3.71162600401e+37,6.91861034114e+36,8.58653797045e+37,1.97812174299e+37,37.9338180948,1.88516509281,./Tar archives (uncomp.)/SN2012go/2/AIS_41/AIS_41_sg10-nd-int.fits
SN2013ar,0.06,0.001415057731495088,0.00018019712107696694,8.394983289527046e-06,0.0638353328692,109.0,0.0242001085165,1.31500785711e-17,4.98522235441e-18,1.03190381861e+38,3.94133263647e+37,2.97513755746e+37,1.14476878428e+37,37.4735070504,1.12868715661,./Tar archives (uncomp.)/SN2013ar/1/AIS_80/AIS_80_sg62-nd-int.fits
SN2013ar,0.06,0.001415057731495088,0.00018019712107696694,8.394983289527046e-06,0.0235478638611,4911.25,0.00218967545066,4.85085995538e-18,4.51073142837e-19,3.80653308224e+37,3.9581441965e+36,1.09748208433e+37,1.25049732086e+36,37.0403974394,3.81152686422,./Tar archives (uncomp.)/SN2013ar/3/MISDR1_03424_0445/MISDR1_03424_0445-nd-int.fits
SN2013b,0.06585,0.001415057731495088,0.00014999473218232063,6.357163549928748e-06,0.0472537906626,4495.15,0.00324224797815,9.73428087651e-18,6.67903083499e-19,9.17670110573e+37,7.39894970413e+36,2.20233091947e+37,2.00606666085e+36,37.3428825761,4.76783839898,./Tar archives (uncomp.)/SN2013be/2/NGA_Virgo_MOS07/NGA_Virgo_MOS07-nd-int.fits
SN2013b,0.06585,0.001415057731495088,0.00014999473218232063,6.357163549928748e-06,0.0568302090993,10170.65,0.00236382470927,1.17070230745e-17,4.86947890109e-19,1.10364445977e+38,6.55075365738e+36,2.64865368269e+37,1.93177054044e+36,37.423025177,5.95461859875,./Tar archives (uncomp.)/SN2013be/3/Virgo_Epoque_MOS12/Virgo_Epoque_MOS12-nd-int.fits
SN2013b,0.06585,0.001415057731495088,0.00014999473218232063,6.357163549928748e-06,0.0438037625016,172.05,0.0159561593843,9.02357507532e-18,3.28696883317e-18,8.50670454468e+37,3.11955688444e+37,2.04153739189e+37,7.53650779413e+36,37.3099573387,1.17644464534,./Tar archives (uncomp.)/SN2013be/4/AIS_223/AIS_223_sg23-nd-int.fits
SN2013bo,0.036,0.001415057731495088,0.0004952470448149612,3.874413376226012e-05,0.08359611079,224.0,0.0193183055652,1.72207988227e-17,3.97957094643e-18,4.91688578977e+37,1.19921296219e+37,3.89611705133e+37,9.979378065e+36,37.5906319959,1.69555870638,./Tar archives (uncomp.)/SN2013bo/1/AIS_108/AIS_108_sg22-nd-int.fits
SN2013bo,0.036,0.001415057731495088,0.0004952470448149612,3.874413376226012e-05,0.0721599344381,2103.05,0.0058576478393,1.48649464943e-17,1.2066754549e-18,4.24424238014e+37,4.77777460282e+36,3.36311759399e+37,4.61034291143e+36,37.526742053,3.16805808401,./Tar archives (uncomp.)/SN2013bo/3/GI6_012091_HRS291/GI6_012091_HRS291-nd-int.fits
SN2013bq,0.06,0.001415057731495088,0.00018019712107696694,8.394983289527046e-06,0.0781467038125,199.0,0.0198165838463,1.60982209854e-17,4.08221627234e-18,1.26324839945e+38,3.25686332923e+37,3.64213959658e+37,9.54211310512e+36,37.5613565875,1.65766336208,./Tar archives (uncomp.)/SN2013bq/1/AIS_108/AIS_108_sg25-nd-int.fits
PTF11moy,0.06,0.001415057731495088,0.00018019712107696694,8.394983289527046e-06,0.0121981601953,121.0,0.0100404804831,2.51282100024e-18,2.06833897953e-18,1.97184341646e+37,1.62564448248e+37,5.68512810976e+36,4.69446076218e+36,36.7547402556,0.525943210959,./Tar archives (uncomp.)/SN2013bs/1/AIS_11/AIS_11_sg74-nd-int.fits
SN2013bs,0.0276,0.001415057731495088,0.0008394732490698219,8.600998972869745e-05,0.0467530434208,345.0,0.0116411367564,9.63112694468e-18,2.39807417181e-18,1.62229177346e+37,4.3646849697e+36,2.17899287361e+37,6.2731664128e+36,37.3382558099,1.50852778142,./Tar archives (uncomp.)/SN2013bs/3/MISMWS_11196_0012/MISMWS_11196_0012-nd-int.fits
SN2011f,0.008,0.001415057731495088,0.009906980311880054,0.003728125950444931,9.85712302987,184.0,0.231454792846,2.03056734415e-15,4.76796873263e-17,2.8982431471e+38,1.02578232359e+38,4.59405404758e+39,2.373306707e+39,39.6621961002,0.84067192687,./Tar archives (uncomp.)/SN2013bt/1/AIS_101/AIS_101_sg32-nd-int.fits
SN2013ck,0.049,0.001415057731495088,0.0002688627442681873,1.538547619480226e-05,0.0360153467415,112.0,0.0179322495517,7.41916142874e-18,3.69404340766e-18,3.90196090389e+37,1.95555574064e+37,1.67854706664e+37,8.46707715359e+36,37.2249335234,0.860962662123,./Tar archives (uncomp.)/SN2013ck/1/AIS_115/AIS_115_sg10-nd-int.fits
SN2013cs,0.00924,0.001415057731495088,0.007430366255337781,0.0023815914610692875,2.99987129747,112.0,0.163659907353,6.17973487279e-16,3.37139409147e-17,1.17602984076e+38,3.6516614189e+37,1.39813319105e+39,6.23932363986e+38,39.1455485458,0.973184859271,./Tar archives (uncomp.)/SN2013cs/1/AIS_234/AIS_234_sg45-nd-int.fits
SN2013da,0.0216,0.001415057731495088,0.0013670318534684464,0.00017980652257465154,6.38332950663,120.0,0.230639136923,1.31496587837e-15,4.75116622061e-17,1.36017431451e+39,1.84058084654e+38,2.97504258272e+39,5.61421843024e+38,39.4734931863,2.30137924478,./Tar archives (uncomp.)/SN2013da/1/AIS_235/AIS_235_sg08-nd-int.fits
SN2013da,0.0216,0.001415057731495088,0.0013670318534684464,0.00017980652257465154,6.045443536,189.1,0.178800327127,1.24536136842e-15,3.68328673882e-17,1.28817680631e+39,1.72252993122e+38,2.8175659634e+39,5.28478947468e+38,39.4498740923,2.31542496851,./Tar archives (uncomp.)/SN2013da/2/AIS_225/AIS_225_sg87-nd-int.fits
SN2013fj,0.03357,0.001415057731495088,0.0005689314340028612,4.7778832315009776e-05,0.477153220021,182.0,0.0512027436458,9.82935633244e-17,1.0547765191e-17,2.4430022658e+38,3.32445821279e+37,2.22384125177e+38,3.55610427982e+37,38.347103782,2.71589893961,./Tar archives (uncomp.)/SN2013fj/1/AIS_151/AIS_151_sg11-nd-int.fits
LSQ14fmg,0.06,0.001415057731495088,0.00018019712107696694,8.394983289527046e-06,0.0222635273899,144.0,0.0124341393624,4.58628664233e-18,2.56143270865e-18,3.59891895236e+37,2.0169551533e+37,1.03762373473e+37,5.83524990224e+36,37.0160398973,0.772262147866,./Tar archives (uncomp.)/SN2013fj/3/AIS_151/AIS_151_sg12-nd-int.fits
SN2013fn,0.027,0.001415057731495088,0.0008769673171590443,9.188230691409608e-05,0.117471207395,192.0,0.0247351817389,2.41990687234e-17,5.09544743821e-18,3.90188050134e+37,9.16690106919e+36,5.47491468021e+37,1.4083626991e+37,37.7383773556,1.68829040703,./Tar archives (uncomp.)/SN2013fn/1/AIS_248/AIS_248_sg12-nd-int.fits
SN2013fw,0.01695,0.001415057731495088,0.002215476587336405,0.0003737334552717217,2.06792733814,123.0,0.129662706123,4.25993031657e-16,2.67105174613e-17,2.71890510539e+38,4.83360289458e+37,9.6378729667e+38,2.36200437437e+38,38.9839811977,1.77208606899,./Tar archives (uncomp.)/SN2013fw/1/AIS_160/AIS_160_sg46-nd-int.fits
SN2014aa,0.01698,0.001415057731495088,0.0022076837659398348,0.00037174001648685557,1.00920933196,2915.1,0.0186064660386,2.07897122383e-16,3.83293200395e-18,1.33158941434e+38,2.2247982968e+37,4.70356533269e+38,1.11573265179e+38,38.6724271808,1.83084403416,./Tar archives (uncomp.)/SN2014aa/1/A1367_SPEC_A/A1367_SPEC_A-nd-int.fits
SN2014aa,0.01698,0.001415057731495088,0.0022076837659398348,0.00037174001648685557,0.937688096682,1328.75,0.0265648618646,1.93163747917e-16,5.47236154411e-18,1.23722155945e+38,2.08419067496e+37,4.37023032266e+38,1.04091568702e+38,38.640504326,1.82336277322,./Tar archives (uncomp.)/SN2014aa/2/GI5_063012_A1367_FIELD1/GI5_063012_A1367_FIELD1-nd-int.fits
SN2014aa,0.01698,0.001415057731495088,0.0022076837659398348,0.00037174001648685557,1.00920933196,2915.1,0.0186064660386,2.07897122383e-16,3.83293200395e-18,1.33158941434e+38,2.2247982968e+37,4.70356533269e+38,1.11573265179e+38,38.6724271808,1.83084403416,./Tar archives (uncomp.)/SN2014aa/3/A1367_SPEC_A/A1367_SPEC_A-nd-int.fits
SN2014aa,0.01698,0.001415057731495088,0.0022076837659398348,0.00037174001648685557,0.98995291849,96.0,0.101548064223,2.03930301209e-16,2.09189012299e-17,1.30618176548e+38,2.54948702038e+37,4.61381804643e+38,1.18935468943e+38,38.6640604634,1.68474193264,./Tar archives (uncomp.)/SN2014aa/4/AIS_226/AIS_226_sg41-nd-int.fits
SN2014J,0.00068,0.001415057731495088,1.3668870762855534,0.5124956334856942,717.726170563,29421.55,0.156187621397,1.47851591136e-13,3.21746500079e-17,1.52950917089e+38,6.36478541596e+38,3.34506611e+41,1.39762957334e+42,41.5244047053,0.103943403953,./Tar archives (uncomp.)/SN2014J/1/GI1_071001_M81/GI1_071001_M81-nd-int.fits
SN2014J,0.00068,0.001415057731495088,1.3668870762855534,0.5124956334856942,718.812114632,17311.95,0.203767402487,1.48075295614e-13,4.19760849124e-17,1.5318233702e+38,6.3744155585e+38,3.35012730862e+41,1.39974423567e+42,41.525061311,0.103943403854,./Tar archives (uncomp.)/SN2014J/2/NGA_M82/NGA_M82-nd-int.fits
SN2014J,0.00068,0.001415057731495088,1.3668870762855534,0.5124956334856942,704.879673383,3075.25,0.47875936208,1.45205212717e-13,9.86244285885e-17,1.50213266428e+38,6.2508629374e+38,3.28519316108e+41,1.37261358057e+42,41.5165609101,0.10394340272,./Tar archives (uncomp.)/SN2014J/3/NGA_M81andM82/NGA_M81andM82-nd-int.fits
SNhunt175,0.0409,0.001415057731495088,0.0003845197560211867,2.6429878058355585e-05,0.0268194805383,188.0,0.0119439029315,5.52481299089e-18,2.46044400389e-18,2.03169094105e+37,9.15464553854e+36,1.24996048794e+37,5.69737975624e+36,37.0968962849,0.952808072721,./Tar archives (uncomp.)/SNhunt175/1/AIS_357/AIS_357_sg54-nd-int.fits
SNhunt206,0.027,0.001415057731495088,0.0008769673171590443,9.188230691409608e-05,0.0752181951523,312.05,0.0155256350899,1.54949482014e-17,3.19828082852e-18,2.49841995769e+37,5.7767995299e+36,3.50565223589e+37,8.8990519623e+36,37.5447688315,1.71084001753,./Tar archives (uncomp.)/SNhunt206/1/AIS_184/AIS_184_sg72-nd-int.fits
SNhunt263,0.0268,0.001415057731495088,0.0008900273016902802,9.395848946091526e-05,0.0835260363352,125.0,0.0258497253366,1.72063634851e-17,5.32504341933e-18,2.73365991352e+37,8.9336629528e+36,3.89285113051e+37,1.33692293669e+37,37.5902677958,1.2645783227,./Tar archives (uncomp.)/SNhunt263/1/AIS_85/AIS_85_sg15-nd-int.fits
SNhunt263,0.0268,0.001415057731495088,0.0008900273016902802,9.395848946091526e-05,0.110269974878,1688.1,0.00808219929338,2.27156148249e-17,1.66493305444e-18,3.60894187268e+37,4.62075887762e+36,5.13929087504e+37,8.52842680549e+36,37.7109031987,2.61708955101,./Tar archives (uncomp.)/SNhunt263/3/MISGCSN3_03609_0086/MISGCSN3_03609_0086-nd-int.fits
