Sn Name,Red shift,Redshift error,ArcMin^2 per Kpc^2 at Redshift,ArcMin^2 / Kpc^2 error,Photometry N/s,Exposure Time (s),Photometry Error N^(1/2)/s,Flux (erg s-1 cm-2 A-1 px-1),Flux error (erg s-1 cm-2 A-1 px-1),Luminosity (erg s-1 A-1 px-1),Luminosity Error (erg s-1 A-1 px-1),Surface Brightness (erg s-1 A-1 Kpc^-2),Surface Brightness error (erg s-1 A-1 Kpc^-2),log10 of Surface Brightness,Error in log10,File Path
SN2009D,0.025007,0.0010015057331403672,0.0010214311586314668,8.162834537787217e-05,0.00914161931574939,256.0,0.005975738348980677,1.2798267042049147e-17,8.366033688572948e-18,1.8614631725966793e+37,1.2262575989926473e+37,3.042170376216371e+37,2.0187530302590577e+37,37.4831835329841,0.2881933596557448,./fits files/Friedman Supernova/6377460104530231296/AIS_186_sg52-fd-int.fits
SN2011K,0.0145,0.001001298473715018,0.0030241840942856865,0.0004203489891855066,0.11577788988493576,188.0,0.024816120315022748,1.6208904583891007e-16,3.474256844103185e-17,7.800245356403615e+37,1.9954704396521419e+37,3.774300470137855e+38,1.0988626743343736e+38,38.576836471167674,0.12644197238897564,./fits files/Friedman Supernova/6377530511929114624/AIS_188_sg88-fd-int.fits
SN2010iw,0.021498,0.001001424259476484,0.0013799733419562323,0.00012851748755524453,0.09097461697924239,216.0,0.020522640824243644,1.2736446377093935e-16,2.87316971539411e-17,1.36179374791496e+38,3.331669997850888e+37,3.006782510984496e+38,7.8711335749299755e+37,38.47810201549816,0.11368929629686575,./fits files/Friedman Supernova/6378480487828029440/AIS_215_sg86-fd-int.fits
SN2010cr,0.02157,0.0010014258077181877,0.001370819151024746,0.0001272332910500707,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,nan,./fits files/Friedman Supernova/6378656372107509760/AIS_220_sg51-fd-int.fits
SNF20080522-000,0.04526,0.0010022159702698938,0.00031461075684685087,1.380702331410199e-05,0.0016965098132073438,96.0,0.004203805228384562,2.3751137384902814e-18,5.885327319738387e-18,1.166321352592411e+37,2.890536658492516e+37,5.870995895451857e+36,1.4552583892885185e+37,36.76871177675252,1.076496559469619,./fits files/Friedman Supernova/6378691553258373120/AIS_221_sg48-fd-int.fits
SN2006cp,0.022289,0.0010014415524557709,0.0012842084529052936,0.0001153012959385399,0.05553739132539889,93.0,0.024437190421470814,7.775234785555845e-17,3.421206659005914e-17,8.947136918632988e+37,4.0208630724673915e+37,1.8383982176335204e+38,8.425070336954285e+37,38.26443959028661,0.19902986860463873,./fits files/Friedman Supernova/6378726707565690880/AIS_222_sg20-fd-int.fits
SN2005bl,0.02406,0.0010014825345776254,0.0011029638966258471,9.165426886555204e-05,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,nan,./fits files/Friedman Supernova/6378867516994748416/AIS_226_sg87-fd-int.fits
SN2007ca,0.014066,0.0010012922829124493,0.003213077355546132,0.0004607015412427765,0.34157663752883793,207.0,0.04062177594297505,4.782072925403731e-16,5.687048632016507e-17,2.164144109398883e+38,4.0402490413628193e+37,1.1125699891276963e+39,2.6189638421612486e+38,39.046327340943634,0.10223190954903807,./fits files/Friedman Supernova/6379148906072113152/AIS_234_sg07-fd-int.fits
SN2009jr,0.016548,0.001001330225134558,0.002324018775270914,0.00028230394888420734,0.573204199160926,192.0,0.054639166641043825,8.024858788252965e-16,7.649483329746135e-17,5.0455936008664124e+38,7.83389451842805e+37,1.876168681728051e+39,3.6985677733705744e+38,39.27327188215093,0.08561424090293307,./fits files/Friedman Supernova/6379430385343791104/AIS_242_sg11-fd-int.fits
SN2009fw,0.028226,0.0010015912791852895,0.0008028703705690636,5.676938792612067e-05,0.01889499373272605,186.0,0.010078987032801995,2.6452991225816468e-17,1.4110581845922793e-17,4.925669175396947e+37,2.6515988076625264e+37,6.327478137842496e+37,3.435481503545618e+37,37.801230653295995,0.2357986273784717,./fits files/Friedman Supernova/6379782243023323136/AIS_252_sg24-fd-int.fits
SN2008gl,0.034017,0.0010017712012994906,0.0005541865013831702,3.245256583564145e-05,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,nan,./fits files/Friedman Supernova/6380274808126439424/AIS_266_sg09-fd-int.fits
SN2007nq,0.045031,0.0010022056547560607,0.00031778650086738074,1.4018050293149311e-05,0.0,102.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,nan,./fits files/Friedman Supernova/6380345199419195392/AIS_268_sg30-fd-int.fits
SN2005iq,0.034044,0.0010017721184980269,0.0005533143782413322,3.237554085422649e-05,0.054483369578931753,112.0,0.02205580764952283,7.627671741050446e-17,3.0878130709331967e-17,2.0842835312570116e+38,8.530780882583045e+37,1.845222473881794e+38,7.629110662808702e+37,38.26604873545683,0.17955995602616584,./fits files/Friedman Supernova/6380556295988051968/AIS_274_sg21-fd-int.fits
SN2007fb,0.018026,0.0010013557410531108,0.001959797171194176,0.00021822408505261463,0.10213286026587097,160.0,0.025265200412628676,1.4298600437221938e-16,3.537128057768015e-17,1.0691997871383924e+38,2.9061968671321725e+37,3.352663549240378e+38,9.847922019263049e+37,38.525389972742914,0.12756717542231458,./fits files/Friedman Supernova/6381013703562625024/AIS_287_sg31-fd-int.fits
SN2009ad,0.0284,0.0010015961978082906,0.0007931229785538936,5.5732963391723236e-05,0.0509331205326125,189.05,0.016413900959644328,7.13063687456575e-17,2.297946134350206e-17,1.3445304557853385e+38,4.439888923334249e+37,1.7062047997582264e+38,5.76036064069975e+37,38.23203115934419,0.14662324478181504,./fits files/Friedman Supernova/6381858104870436864/AIS_311_sg09-fd-int.fits
SN2010kg,0.016632,0.001001331616842305,0.002300687139708931,0.00027803300581994176,0.3451020610780895,183.3,0.043390289317125214,4.831428855093254e-16,6.07464050439753e-17,3.0690523412710418e+38,5.37557445444743e+37,1.1297486804249392e+39,2.404087981441063e+38,39.052981842736585,0.09241720414818842,./fits files/Friedman Supernova/6381858110239145984/AIS_311_sg14-fd-int.fits
SN2009al,0.022105,0.001001437474078649,0.0013055718662458283,0.00011820744788386742,0.018887413665652275,108.0,0.013224351100261593,2.6442379131913188e-17,1.851409154036623e-17,2.9919166500313157e+37,2.1128996865709734e+37,6.249859527093361e+37,4.449794265012759e+37,37.79587025617707,0.30921032489166045,./fits files/Friedman Supernova/6381893360109486080/AIS_312_sg75-fd-int.fits
SN2011at,0.006758,0.0010012162873365698,0.01387560183608524,0.004291613812374184,1.4885372126310816,192.0,0.0880499745522759,2.0839520976835146e-15,1.2326996437318625e-16,2.152508135014836e+38,6.536707423957755e+37,4.7787753328640426e+39,2.0713789495675977e+39,39.679316613280584,0.1882466500446706,./fits files/Friedman Supernova/6382104470636986368/AIS_318_sg79-fd-int.fits
SN2006ax,0.016725,0.0010013331658788821,0.0022752641599320354,0.00027340454297752437,0.039701955201692306,108.0,0.019173176834304483,5.558273728236923e-17,2.684244756802628e-17,3.5708682739032046e+37,1.778015979923196e+37,1.299946976552053e+38,6.6585494800192085e+37,38.113925638260305,0.2224530191471479,./fits files/Friedman Supernova/6382174763145494528/AIS_320_sg08-fd-int.fits
SN2009ds,0.019227,0.0010013780809429696,0.001723510305190869,0.0001797474169881174,0.3199274581260797,106.0,0.05493799819979767,4.478984413765116e-16,7.691319747971675e-17,3.817387319255119e+38,7.697383956584045e+37,1.0526890213825827e+39,2.389753480665197e+38,39.022300093650536,0.0985910110850099,./fits files/Friedman Supernova/6382209968992419840/AIS_321_sg28-fd-int.fits
SN2011ae,0.006046,0.0010012117346395938,0.017330791406105793,0.006060041812541276,2.3596593941880175,112.0,0.14514953390893168,3.3035231518632247e-15,2.0320934747250435e-16,2.7280564775265465e+38,9.231578782273994e+37,7.564700440974128e+39,3.680978458226416e+39,39.878791734816865,0.21132742068060156,./fits files/Friedman Supernova/6382210031269445632/AIS_321_sg86-fd-int.fits
SN2005bo,0.013896,0.0010012899092071308,0.003291931223284724,0.00047791871993464914,0.924571206258242,96.0,0.09813740344143765,1.2943996887615388e-15,1.3739236481801272e-16,5.7156178797563426e+38,1.0300985824481537e+38,3.010467353397494e+39,6.967006431691756e+38,39.47863392192144,0.10050706729151115,./fits files/Friedman Supernova/6382561868547883008/AIS_331_sg80-fd-int.fits
SN2007S,0.01388,0.0010012896872853652,0.0032995021530762393,0.0004795831569803959,0.6142898547843517,215.0,0.053452428849960494,8.600057966980924e-16,7.48334003899447e-17,3.788652689609595e+38,6.433427063164707e+37,2.0001068330599906e+39,4.470645966467497e+38,39.30105319354863,0.09707365835101014,./fits files/Friedman Supernova/6382702557717856256/AIS_335_sg35-fd-int.fits
SNF20080522-011,0.03777,0.0010019056624074067,0.00045026849013933074,2.372248403243428e-05,0.07188097111103747,134.0,0.023160854226174116,1.0063335955545247e-16,3.242519591664376e-17,3.4035439205911724e+38,1.1122608452466724e+38,2.452013731595976e+38,8.11652273571718e+37,38.3895228979588,0.14375780163636834,./fits files/Friedman Supernova/6382772921093324800/AIS_337_sg30-fd-int.fits
SN2006cz,0.0418,0.0010020656782187606,0.0003682861445031549,1.751470544007625e-05,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,nan,./fits files/Friedman Supernova/6382843310238597120/AIS_339_sg49-fd-int.fits
SN2010dw,0.03812,0.001001918917809233,0.00044210634477803175,2.3076474378205412e-05,0.015292906754987293,94.0,0.012755018541447699,2.1410069456982212e-17,1.7857025958026778e-17,7.379809729883846e+37,6.168029112646452e+37,5.220257127738081e+37,4.371579773068535e+37,37.71769189503436,0.3636895513356007,./fits files/Friedman Supernova/6382878506421846016/AIS_340_sg60-fd-int.fits
SN2009Y,0.009316,0.0010012368207971702,0.007309867153702715,0.0016049148852741008,0.44595464959718434,119.15,0.06117843038861638,6.243365094360581e-16,8.564980254406294e-17,1.2303318969454656e+38,3.1534046052795934e+37,1.4389700354615057e+39,4.8563175597755746e+38,39.15805175045557,0.1465681610183062,./fits files/Friedman Supernova/6382948909525762048/AIS_342_sg92-fd-int.fits
SN2008af,0.033507,0.0010017540129757527,0.0005710570446019323,3.3954611702928376e-05,0.0009033266166024463,73.0,0.003517717686541325,1.2646572632434248e-18,4.924804761157856e-18,3.344867465027617e+36,1.3027133874980995e+37,3.0561762066621245e+36,1.190416556104984e+37,36.485178390275024,1.6916280558551684,./fits files/Friedman Supernova/6383476603166392320/AIS_357_sg25-fd-int.fits
SN2009dc,0.021391,0.0010014219681757659,0.0013937483624765759,0.00013045811995611304,0.009722501762725815,122.05,0.008925244827350522,1.361150246781614e-17,1.2495342758290731e-17,1.4406698572323062e+37,1.3296189593540675e+37,3.212690007019022e+37,2.9802570711677047e+37,37.506868822427954,0.40287397720710666,./fits files/Friedman Supernova/6387909894179127296/AIS_483_sg81-fd-int.fits
SN2010dl,0.030034,0.0010016438611702388,0.0007096789866483237,4.712872276085086e-05,0.0006187922466349843,471.0,0.0011462041764677784,8.663091452889781e-19,1.6046858470548898e-18,1.8313560767012883e+36,3.394565068762507e+36,2.079479879528992e+36,3.856955382275286e+36,36.317954722608235,0.8055160600296879,./fits files/Friedman Supernova/6396485997902692352/MISMWS_20350_0261-fd-int.fits
SN2010gn,0.0365,0.0010018585895544463,0.0004818776520034183,2.628013831418996e-05,0.007873672787932004,176.0,0.006688555928315317,1.1023141903104807e-17,9.363978299641444e-18,3.4750891109074543e+37,2.9585277396070335e+37,2.6793084500267687e+37,2.2857128528474603e+37,37.42802271377,0.37049578192353094,./fits files/Friedman Supernova/6400285910088286208/MISMWS_11196_0012-fd-int.fits
ASASSN-14ay,0.030869,0.0010016692461212056,0.0006720510651618643,4.341046998702913e-05,0.0,67.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,nan,./fits files/Other Supernova/ASASSN-14ay/1/AIS_114/AIS_114_sg29-fd-int.fits
ASASSN-14iu,0.016855,0.0010013353456704824,0.002240428634763475,0.0002671055535335494,0.08839127130369778,105.05,0.029007255982143747,1.237477798251769e-16,4.061015837500125e-17,8.075753943788205e+37,2.822811172957767e+37,2.8949040612747444e+38,1.0691286613712103e+38,38.46163417554208,0.1603910417237348,./fits files/Other Supernova/ASASSN-14iu/1/AIS_80/AIS_80_sg28-fd-int.fits
ASASSN-15fj,0.045,0.0010022042623457678,0.00031822012294804625,1.4046947765381266e-05,0.00046562613385702943,109.0,0.0020668330179438093,6.518765873998412e-19,2.893566225121333e-18,3.1632174303119176e+36,1.4041723736956906e+37,1.6105591033364178e+36,7.14972795689448e+36,36.20697666692776,1.9279561938187901,./fits files/Other Supernova/ASASSN-15fj/1/AIS_0/AIS_0_sg60-fd-int.fits
CSS121006:232854+085452,0.08,0.0010043845794634766,0.00010227617188434638,2.52246361959895e-06,0.007508171818242032,1643.35,0.0021374799822184184,1.0511440545538847e-17,2.992471975105786e-18,1.6950948517574925e+38,4.846603205474587e+37,2.773884998697919e+37,7.960524053365385e+36,37.44308845188283,0.12463428264176538,./fits files/Other Supernova/CSS121006:232854+085452/1/NGRG_HCG96/NGRG_HCG96-fd-int.fits
CSS130218:092354+385837,0.05,0.001002441211974061,0.0002583304528498816,1.0251625652155457e-05,6.2549525817182205e-06,1662.0,6.134744706829007e-05,8.756933614405509e-21,8.58864258956061e-20,5.284620075948294e+34,5.1831066186180165e+35,2.184285275774877e+34,2.142344384130517e+35,34.33930935821036,4.259555080479314,./fits files/Other Supernova/CSS130218:092354+385837/1/MISDR3_03922_0938/MISDR3_03922_0938-fd-int.fits
CSS140501:170414+174839,0.07,0.0010036375757533317,0.0001329843744525163,3.754915248487816e-06,0.0007851131821386759,135.0,0.0024115665778601312,1.0991584549941464e-18,3.3761932090041837e-18,1.3380919735521052e+37,4.1103026797582836e+37,2.8471251850041544e+36,8.746065960359959e+36,36.45440656302376,1.3341064892236736,./fits files/Other Supernova/CSS140501:170414+174839/1/AIS_131/AIS_131_sg29-fd-int.fits
iPTF13dkj,0.03,0.0010016428422666558,0.0007112778969674802,4.728898881493714e-05,0.05036493194425518,160.1,0.017736521719151233,7.051090472195726e-17,2.4831130406811727e-17,1.48713413869756e+38,5.334629601266855e+37,1.6924250282901524e+38,6.174437978123034e+37,38.22850943923544,0.15844272555232972,./fits files/Other Supernova/iPTF13dkj/1/AIS_145/AIS_145_sg20-fd-int.fits
iPTF13dkl,0.04,0.0010019922072870748,0.0004018580929844287,1.9980164727480254e-05,0.023234914972746296,346.05,0.008194097448849585,3.2528880961844814e-17,1.147173642838942e-17,1.2380033015732732e+38,4.41243906527314e+37,7.960026334058593e+37,2.8645504785119583e+37,37.90091450451121,0.15628823495571936,./fits files/Other Supernova/iPTF13dkl/1/AIS_149/AIS_149_sg59-fd-int.fits
iPTF13dk,0.03,0.0010016428422666558,0.0007112778969674802,4.728898881493714e-05,0.05270341730592024,2690.3,0.004426077580867971,7.378478422828834e-17,6.19650861321516e-18,1.5561830042460282e+38,1.6843613273166744e+37,1.77100571929064e+38,2.249622130519181e+37,38.24821996370411,0.055166308443275094,./fits files/Other Supernova/iPTF13dkx/2/NGRG_A227/NGRG_A227-fd-int.fits
iPTF14gdr,0.07,0.0010036375757533317,0.0001329843744525163,3.754915248487816e-06,0.008970485952628105,112.0,0.008949504014173838,1.2558680333679348e-17,1.2529305619843374e-17,1.5288668596005574e+38,1.5259849038517254e+38,3.2530464471226104e+37,3.248213314158323e+37,37.51229026419948,0.43364923966315055,./fits files/Other Supernova/iPTF14gdr/1/AIS_267/AIS_267_sg57-fd-int.fits
iPTF14gnl,0.05,0.001002441211974061,0.0002583304528498816,1.0251625652155457e-05,0.006088600564397034,248.0,0.004954877464799228,8.524040790155847e-18,6.936828450718919e-18,5.144074292599037e+37,4.1916818903095243e+37,2.126193666400869e+37,1.734595906634678e+37,37.32760282012075,0.354307061716822,./fits files/Other Supernova/iPTF14gnl/1/AIS_267/AIS_267_sg38-fd-int.fits
LSQ12fhs,0.033,0.00100173718282992,0.0005886076884361454,3.554129786277052e-05,0.03287678970465293,170.0,0.013906577049038969,4.6027505586514106e-17,1.9469207868654558e-17,1.179915406524544e+38,5.044622179607619e+37,1.1112116479753704e+38,4.798032445996346e+37,38.04579678512779,0.18752134384890473,./fits files/Other Supernova/LSQ12fhs/1/AIS_162/AIS_162_sg75-fd-int.fits
LSQ12fm,0.067,0.0010034327996752072,0.00014496460587866075,4.278794078722552e-06,0.0,100.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,nan,./fits files/Other Supernova/LSQ12fmx/1/AIS_181/AIS_181_sg22-fd-int.fits
LSQ13cm,0.057,0.0010028147303784605,0.0001993971691404965,6.931161511657908e-06,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,nan,./fits files/Other Supernova/LSQ13cmt/1/AIS_276/AIS_276_sg48-fd-int.fits
LSQ13crf,0.06,0.001002989722511664,0.00018019712107696694,5.947071835475139e-06,0.07189984819481066,1517.75,0.006882779890512502,1.0065978747273493e-16,9.635891846717503e-18,8.875209461298379e+38,9.04232820872907e+37,2.558859510209642e+38,2.740411902568155e+37,38.40804644234845,0.04651078977484915,./fits files/Other Supernova/LSQ13crf/3/MISGCSS_18584_0410/MISGCSS_18584_0410-fd-int.fits
LSQ13cwp,0.067,0.0010034327996752072,0.00014496460587866075,4.278794078722552e-06,0.004452591601892683,179.05,0.004986769095012545,6.233628242649756e-18,6.981476733017564e-18,6.922556009788397e+37,7.756098559543891e+37,1.6056409658110866e+37,1.7995997777556447e+37,37.20564844007157,0.48675654754410996,./fits files/Other Supernova/LSQ13cwp/1/AIS_177/AIS_177_sg40-fd-int.fits
LSQ14ac,0.06,0.001002989722511664,0.00018019712107696694,5.947071835475139e-06,0.0070829164249458475,180.05,0.006272049694312918,9.916082994924187e-18,8.780869572038086e-18,8.7430458403669e+37,7.748126871507937e+37,2.5207547038049055e+37,2.235452805141298e+37,37.40153058626864,0.3851405360317636,./fits files/Other Supernova/LSQ14act/1/AIS_344/AIS_344_sg18-fd-int.fits
LSQ14ag,0.06,0.001002989722511664,0.00018019712107696694,5.947071835475139e-06,0.017678006612620548,104.0,0.013037669776028086,2.474920925766877e-17,1.825273768643932e-17,2.1821466315216662e+38,1.6111489865508036e+38,6.291464652288083e+37,4.649828898049382e+37,37.79875176092381,0.32097375473336087,./fits files/Other Supernova/LSQ14age/1/AIS_230/AIS_230_sg67-fd-int.fits
LSQ14ahm,0.05,0.001002441211974061,0.0002583304528498816,1.0251625652155457e-05,0.013651407470506347,75.0,0.013491433414691481,1.9111970458708886e-17,1.8888006780568076e-17,1.1533660893680346e+38,1.1408578863028748e+38,4.767193346690262e+37,4.719286745065414e+37,37.678262766296214,0.4299301586590826,./fits files/Other Supernova/LSQ14ahm/1/AIS_321/AIS_321_sg31-fd-int.fits
LSQ14fmg,0.06,0.001002989722511664,0.00018019712107696694,5.947071835475139e-06,0.0017289938459561659,144.0,0.0034650977050944168,2.4205913843386323e-18,4.851136787132184e-18,2.134244080540961e+37,4.277912309474146e+37,6.153354223824631e+36,1.2335551483732182e+37,36.78911191639217,0.8706246618918908,./fits files/Other Supernova/LSQ14fmg/2/AIS_151/AIS_151_sg12-fd-int.fits
